gene_id,description,function_group,group_name,function_subgroup,subgroup_name
sll0613,Holliday junction DNA helicase RuvB,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0709,putative endonuclease,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0729,probable DNA methyltransferase,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0766,DNA repair protein RadC,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0848,chromosomal replication initiator protein DnaA,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0865,excinuclease ABC subunit C,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0876,Holliday junction DNA helicase RuvA,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0887,putative modulator of DNA gyrase; PmbA homolog,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0896,Holliday juction resolvase RuvC,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1045,mutator MutT protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1143,ATP-dependent helicase PcrA,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1165,DNA mismatch repair protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1209,DNA ligase,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1277,RecF protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1354,single-strand-DNA-specific exonuclease RecJ,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1360,DNA polymerase III subunit gamma/tau [Contains: Ssp dnaX intein],K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1366,putative SNF2 helicase,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1520,DNA repair protein RecN,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1537,similar to mutator MutT protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1572,DNA polymerase III alpha subunit [Contains: Ssp dnaE intein],K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1629,bacterial cryptochrome,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1772,DNA mismatch repair protein MutS,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1854,exodeoxyribonuclease III,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1868,DNA primase,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll1941,DNA gyrase A subunit,K2,"DNA replication, restriction, modification, recombination, and repair",,
sll2005,DNA gyrase B subunit  [Contains: Ssp gyrB intein],K2,"DNA replication, restriction, modification, recombination, and repair",,
sll5122,"SOS mutagenesis and repair, UmuC protein homolog",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll5123,"SOS mutagenesis and repair, UmuD protein homolog",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll7103,"exodeoxyribonuclease V, alpha chain",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll7106,"exodeoxyribonuclease V, alpha chain",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll8006,"type I restriction-modification system, S subunit",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll8009,"type I restriction-modification system, M subunit",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll8049,type I site-specific deoxyribonuclease chain R,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0020,DNA recombinase,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0214,cytosine-specific methyltransferase(5'-CGATCG-3'),K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0417,DNA gyrase subunit A,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0446,DNA polymerase III delta' subunit,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0448,DNA repair protein RadA,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0451,putative helicase,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0603,DNA polymerase III alpha subunit [Contains: Ssp dnaE intein],K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0707,DNA polymerase I,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0733,integrase-recombinase protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0790,similar to ultraviolet light resistance protein B,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0833,replicative DNA helicase [Contains: Ssp dnaB intein],K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0854,DNA photolyase,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0915,putative endonuclease [encoded in trnfM-intron: 2791054 - 2791708],K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0920,mutator MutT protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0925,single-stranded DNA-binding protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0929,"chromosome partitioning protein, ParA family",K2,"DNA replication, restriction, modification, recombination, and repair",,
slr0965,DNA polymerase III beta subunit,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1134,mutator MutT homolog,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1199,DNA mismatch repair protein MutL,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1322,putative modulator of DNA gyrase; TldD,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1426,recombination protein RecR,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1536,ATP-dependent DNA helicase RecQ,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1543,DNA-damage-inducible protein F,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1597,"chromosome partitioning ATPase, ParA family",K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1689,formamidopyrimidine-DNA glycosylase,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1803,adenine-specific DNA methylase,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1822,endonuclease III,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr1844,excinuclease ABC subunit A,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr2058,DNA topoisomerase I,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6025,probable antirestriction protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6084,probable antirestriction protein,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6095,"type I restriction-modification system, M subunit (fragment)",K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6096,"type I restriction-modification system, M subunit (fragment)",K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6097,type I site-specific deoxyribonuclease,K2,"DNA replication, restriction, modification, recombination, and repair",,
slr6102,"type I restriction-modification system, R subunit",K2,"DNA replication, restriction, modification, recombination, and repair",,
slr9101,replication protein A,K2,"DNA replication, restriction, modification, recombination, and repair",,
ssl8010,"type I restriction-modification system, M subunit",K2,"DNA replication, restriction, modification, recombination, and repair",,
sll0320,probable ribonuclease D,L,Transcription,L1,Degradation of RNA
sll1290,probable ribonuclease II,L,Transcription,L1,Degradation of RNA
slr0080,ribonuclease H,L,Transcription,L1,Degradation of RNA
slr0346,ribonuclease III,L,Transcription,L1,Degradation of RNA
slr1129,ribonuclease E,L,Transcription,L1,Degradation of RNA
slr1130,ribonuclease HII,L,Transcription,L1,Degradation of RNA
slr1646,ribonuclease III,L,Transcription,L1,Degradation of RNA
sll0184,group2 RNA polymerase sigma factor SigC,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll0271,N utilization substance protein B homolog,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll0306,RNA polymerase group 2 sigma factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll0687,RNA polymerase ECF-type (group 3) sigma factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll0856,RNA polymerase ECF-type (group 3) sigma-E factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll1043,polyribonucleotide nucleotidyltransferase,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll1689,group2 RNA polymerase sigma factor SigE,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll1787,RNA polymerase beta subunit,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll1789,RNA polymerase beta prime subunit,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll1818,RNA polymerase alpha subunit,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll2012,group2 RNA polymerase sigma factor SigD,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr0083,RNA helicase Light,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr0653,principal RNA polymerase sigma factor SigA,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr0743,similar to N utilization substance protein,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1265,RNA polymerase gamma-subunit,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1469,protein subunit of ribonuclease P (RNase P),L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1545,RNA polymerase ECF-type (group 3) sigma-E factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1564,group 3 RNA polymerase sigma factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1856,phosphoprotein substrate of icfG gene cluster,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1859,anti-sigma f factor antagonist,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1861,probable sigma regulatory factor,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
slr1912,putative PP2C-type protein phosphatase,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
ssr1600,similar to anti-sigma f factor antagonist,L,Transcription,L2,"RNA synthesis, modification, and DNA transcription"
sll0078,threonyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0179,glutamyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0362,alanyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0454,phenylalanyl-tRNA synthetase alpha chain,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0467,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0495,asparaginyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0502,arginyl-tRNA-synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0817,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0844,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll0927,S-adenosylmethionine synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1074,leucyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1198,tRNA (guanine-N1)-methyltransferase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1362,isoleucyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1425,proline-tRNA ligase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1435,glutamyl-tRNA(Gln) amidotransferase subunit B,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1553,phenylalanyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
sll1820,tRNA pseudouridine synthase 1,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0033,glutamyl-tRNA(Gln) amidotransferase subunit C,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0070,methionyl-tRNA formyltransferase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0120,probable tRNA/rRNA methyltransferase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0220,glycyl-tRNA synthetase beta chain,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0357,histidyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0457,tRNA pseudouridine synthase B,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0557,valyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0612,probable pseudouridine synthase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0638,glycyl-tRNA synthetase alpha chain,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0649,methionyl-tRNA synthetase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0713,tRNA-guanine transglycosylase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0877,glutamyl-tRNA(Gln) amidotransferase subunit A,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
slr0922,peptidyl-tRNA hydrolase,M,Translation,M1,Aminoacyl tRNA synthetases and tRNA modification
